"time_id","time_actual","hours_24","hours_12","hour_minutes","day_minutes","minute_seconds","day_time_name","day_night"
131907,13:19:07,"13","01","19",47947,7,PM,Day
131908,13:19:08,"13","01","19",47948,8,PM,Day
131909,13:19:09,"13","01","19",47949,9,PM,Day
131910,13:19:10,"13","01","19",47950,10,PM,Day
131911,13:19:11,"13","01","19",47951,11,PM,Day
131912,13:19:12,"13","01","19",47952,12,PM,Day
131913,13:19:13,"13","01","19",47953,13,PM,Day
131914,13:19:14,"13","01","19",47954,14,PM,Day
131915,13:19:15,"13","01","19",47955,15,PM,Day
131916,13:19:16,"13","01","19",47956,16,PM,Day
131917,13:19:17,"13","01","19",47957,17,PM,Day
131918,13:19:18,"13","01","19",47958,18,PM,Day
131919,13:19:19,"13","01","19",47959,19,PM,Day
131920,13:19:20,"13","01","19",47960,20,PM,Day
131921,13:19:21,"13","01","19",47961,21,PM,Day
131922,13:19:22,"13","01","19",47962,22,PM,Day
131923,13:19:23,"13","01","19",47963,23,PM,Day
131924,13:19:24,"13","01","19",47964,24,PM,Day
131925,13:19:25,"13","01","19",47965,25,PM,Day
131926,13:19:26,"13","01","19",47966,26,PM,Day
131927,13:19:27,"13","01","19",47967,27,PM,Day
131928,13:19:28,"13","01","19",47968,28,PM,Day
131929,13:19:29,"13","01","19",47969,29,PM,Day
131930,13:19:30,"13","01","19",47970,30,PM,Day
131931,13:19:31,"13","01","19",47971,31,PM,Day
131932,13:19:32,"13","01","19",47972,32,PM,Day
131933,13:19:33,"13","01","19",47973,33,PM,Day
131934,13:19:34,"13","01","19",47974,34,PM,Day
131935,13:19:35,"13","01","19",47975,35,PM,Day
131936,13:19:36,"13","01","19",47976,36,PM,Day
131937,13:19:37,"13","01","19",47977,37,PM,Day
131938,13:19:38,"13","01","19",47978,38,PM,Day
131939,13:19:39,"13","01","19",47979,39,PM,Day
131940,13:19:40,"13","01","19",47980,40,PM,Day
131941,13:19:41,"13","01","19",47981,41,PM,Day
131942,13:19:42,"13","01","19",47982,42,PM,Day
131943,13:19:43,"13","01","19",47983,43,PM,Day
131944,13:19:44,"13","01","19",47984,44,PM,Day
131945,13:19:45,"13","01","19",47985,45,PM,Day
131946,13:19:46,"13","01","19",47986,46,PM,Day
131947,13:19:47,"13","01","19",47987,47,PM,Day
131948,13:19:48,"13","01","19",47988,48,PM,Day
131949,13:19:49,"13","01","19",47989,49,PM,Day
131950,13:19:50,"13","01","19",47990,50,PM,Day
131951,13:19:51,"13","01","19",47991,51,PM,Day
131952,13:19:52,"13","01","19",47992,52,PM,Day
131953,13:19:53,"13","01","19",47993,53,PM,Day
131954,13:19:54,"13","01","19",47994,54,PM,Day
131955,13:19:55,"13","01","19",47995,55,PM,Day
131956,13:19:56,"13","01","19",47996,56,PM,Day
131957,13:19:57,"13","01","19",47997,57,PM,Day
131958,13:19:58,"13","01","19",47998,58,PM,Day
131959,13:19:59,"13","01","19",47999,59,PM,Day
132000,13:20:00,"13","01","20",48000,0,PM,Day
132001,13:20:01,"13","01","20",48001,1,PM,Day
132002,13:20:02,"13","01","20",48002,2,PM,Day
132003,13:20:03,"13","01","20",48003,3,PM,Day
132004,13:20:04,"13","01","20",48004,4,PM,Day
132005,13:20:05,"13","01","20",48005,5,PM,Day
132006,13:20:06,"13","01","20",48006,6,PM,Day
132007,13:20:07,"13","01","20",48007,7,PM,Day
132008,13:20:08,"13","01","20",48008,8,PM,Day
132009,13:20:09,"13","01","20",48009,9,PM,Day
132010,13:20:10,"13","01","20",48010,10,PM,Day
132011,13:20:11,"13","01","20",48011,11,PM,Day
132012,13:20:12,"13","01","20",48012,12,PM,Day
132013,13:20:13,"13","01","20",48013,13,PM,Day
132014,13:20:14,"13","01","20",48014,14,PM,Day
132015,13:20:15,"13","01","20",48015,15,PM,Day
132016,13:20:16,"13","01","20",48016,16,PM,Day
132017,13:20:17,"13","01","20",48017,17,PM,Day
132018,13:20:18,"13","01","20",48018,18,PM,Day
132019,13:20:19,"13","01","20",48019,19,PM,Day
132020,13:20:20,"13","01","20",48020,20,PM,Day
132021,13:20:21,"13","01","20",48021,21,PM,Day
132022,13:20:22,"13","01","20",48022,22,PM,Day
132023,13:20:23,"13","01","20",48023,23,PM,Day
132024,13:20:24,"13","01","20",48024,24,PM,Day
132025,13:20:25,"13","01","20",48025,25,PM,Day
132026,13:20:26,"13","01","20",48026,26,PM,Day
132027,13:20:27,"13","01","20",48027,27,PM,Day
132028,13:20:28,"13","01","20",48028,28,PM,Day
132029,13:20:29,"13","01","20",48029,29,PM,Day
132030,13:20:30,"13","01","20",48030,30,PM,Day
132031,13:20:31,"13","01","20",48031,31,PM,Day
132032,13:20:32,"13","01","20",48032,32,PM,Day
132033,13:20:33,"13","01","20",48033,33,PM,Day
132034,13:20:34,"13","01","20",48034,34,PM,Day
132035,13:20:35,"13","01","20",48035,35,PM,Day
132036,13:20:36,"13","01","20",48036,36,PM,Day
132037,13:20:37,"13","01","20",48037,37,PM,Day
132038,13:20:38,"13","01","20",48038,38,PM,Day
132039,13:20:39,"13","01","20",48039,39,PM,Day
132040,13:20:40,"13","01","20",48040,40,PM,Day
132041,13:20:41,"13","01","20",48041,41,PM,Day
132042,13:20:42,"13","01","20",48042,42,PM,Day
132043,13:20:43,"13","01","20",48043,43,PM,Day
132044,13:20:44,"13","01","20",48044,44,PM,Day
132045,13:20:45,"13","01","20",48045,45,PM,Day
132046,13:20:46,"13","01","20",48046,46,PM,Day
132047,13:20:47,"13","01","20",48047,47,PM,Day
132048,13:20:48,"13","01","20",48048,48,PM,Day
132049,13:20:49,"13","01","20",48049,49,PM,Day
132050,13:20:50,"13","01","20",48050,50,PM,Day
132051,13:20:51,"13","01","20",48051,51,PM,Day
132052,13:20:52,"13","01","20",48052,52,PM,Day
132053,13:20:53,"13","01","20",48053,53,PM,Day
132054,13:20:54,"13","01","20",48054,54,PM,Day
132055,13:20:55,"13","01","20",48055,55,PM,Day
132056,13:20:56,"13","01","20",48056,56,PM,Day
132057,13:20:57,"13","01","20",48057,57,PM,Day
132058,13:20:58,"13","01","20",48058,58,PM,Day
132059,13:20:59,"13","01","20",48059,59,PM,Day
132100,13:21:00,"13","01","21",48060,0,PM,Day
132101,13:21:01,"13","01","21",48061,1,PM,Day
132102,13:21:02,"13","01","21",48062,2,PM,Day
132103,13:21:03,"13","01","21",48063,3,PM,Day
132104,13:21:04,"13","01","21",48064,4,PM,Day
132105,13:21:05,"13","01","21",48065,5,PM,Day
132106,13:21:06,"13","01","21",48066,6,PM,Day
132107,13:21:07,"13","01","21",48067,7,PM,Day
132108,13:21:08,"13","01","21",48068,8,PM,Day
132109,13:21:09,"13","01","21",48069,9,PM,Day
132110,13:21:10,"13","01","21",48070,10,PM,Day
132111,13:21:11,"13","01","21",48071,11,PM,Day
132112,13:21:12,"13","01","21",48072,12,PM,Day
132113,13:21:13,"13","01","21",48073,13,PM,Day
132114,13:21:14,"13","01","21",48074,14,PM,Day
132115,13:21:15,"13","01","21",48075,15,PM,Day
132116,13:21:16,"13","01","21",48076,16,PM,Day
132117,13:21:17,"13","01","21",48077,17,PM,Day
132118,13:21:18,"13","01","21",48078,18,PM,Day
132119,13:21:19,"13","01","21",48079,19,PM,Day
132120,13:21:20,"13","01","21",48080,20,PM,Day
132121,13:21:21,"13","01","21",48081,21,PM,Day
132122,13:21:22,"13","01","21",48082,22,PM,Day
132123,13:21:23,"13","01","21",48083,23,PM,Day
132124,13:21:24,"13","01","21",48084,24,PM,Day
132125,13:21:25,"13","01","21",48085,25,PM,Day
132126,13:21:26,"13","01","21",48086,26,PM,Day
132127,13:21:27,"13","01","21",48087,27,PM,Day
132128,13:21:28,"13","01","21",48088,28,PM,Day
132129,13:21:29,"13","01","21",48089,29,PM,Day
132130,13:21:30,"13","01","21",48090,30,PM,Day
132131,13:21:31,"13","01","21",48091,31,PM,Day
132132,13:21:32,"13","01","21",48092,32,PM,Day
132133,13:21:33,"13","01","21",48093,33,PM,Day
132134,13:21:34,"13","01","21",48094,34,PM,Day
132135,13:21:35,"13","01","21",48095,35,PM,Day
132136,13:21:36,"13","01","21",48096,36,PM,Day
132137,13:21:37,"13","01","21",48097,37,PM,Day
132138,13:21:38,"13","01","21",48098,38,PM,Day
132139,13:21:39,"13","01","21",48099,39,PM,Day
132140,13:21:40,"13","01","21",48100,40,PM,Day
132141,13:21:41,"13","01","21",48101,41,PM,Day
132142,13:21:42,"13","01","21",48102,42,PM,Day
132143,13:21:43,"13","01","21",48103,43,PM,Day
132144,13:21:44,"13","01","21",48104,44,PM,Day
132145,13:21:45,"13","01","21",48105,45,PM,Day
132146,13:21:46,"13","01","21",48106,46,PM,Day
132147,13:21:47,"13","01","21",48107,47,PM,Day
132148,13:21:48,"13","01","21",48108,48,PM,Day
132149,13:21:49,"13","01","21",48109,49,PM,Day
132150,13:21:50,"13","01","21",48110,50,PM,Day
132151,13:21:51,"13","01","21",48111,51,PM,Day
132152,13:21:52,"13","01","21",48112,52,PM,Day
132153,13:21:53,"13","01","21",48113,53,PM,Day
132154,13:21:54,"13","01","21",48114,54,PM,Day
132155,13:21:55,"13","01","21",48115,55,PM,Day
132156,13:21:56,"13","01","21",48116,56,PM,Day
132157,13:21:57,"13","01","21",48117,57,PM,Day
132158,13:21:58,"13","01","21",48118,58,PM,Day
132159,13:21:59,"13","01","21",48119,59,PM,Day
132200,13:22:00,"13","01","22",48120,0,PM,Day
132201,13:22:01,"13","01","22",48121,1,PM,Day
132202,13:22:02,"13","01","22",48122,2,PM,Day
132203,13:22:03,"13","01","22",48123,3,PM,Day
132204,13:22:04,"13","01","22",48124,4,PM,Day
132205,13:22:05,"13","01","22",48125,5,PM,Day
132206,13:22:06,"13","01","22",48126,6,PM,Day
132207,13:22:07,"13","01","22",48127,7,PM,Day
132208,13:22:08,"13","01","22",48128,8,PM,Day
132209,13:22:09,"13","01","22",48129,9,PM,Day
132210,13:22:10,"13","01","22",48130,10,PM,Day
132211,13:22:11,"13","01","22",48131,11,PM,Day
132212,13:22:12,"13","01","22",48132,12,PM,Day
132213,13:22:13,"13","01","22",48133,13,PM,Day
132214,13:22:14,"13","01","22",48134,14,PM,Day
132215,13:22:15,"13","01","22",48135,15,PM,Day
132216,13:22:16,"13","01","22",48136,16,PM,Day
132217,13:22:17,"13","01","22",48137,17,PM,Day
132218,13:22:18,"13","01","22",48138,18,PM,Day
132219,13:22:19,"13","01","22",48139,19,PM,Day
132220,13:22:20,"13","01","22",48140,20,PM,Day
132221,13:22:21,"13","01","22",48141,21,PM,Day
132222,13:22:22,"13","01","22",48142,22,PM,Day
132223,13:22:23,"13","01","22",48143,23,PM,Day
132224,13:22:24,"13","01","22",48144,24,PM,Day
132225,13:22:25,"13","01","22",48145,25,PM,Day
132226,13:22:26,"13","01","22",48146,26,PM,Day
132227,13:22:27,"13","01","22",48147,27,PM,Day
132228,13:22:28,"13","01","22",48148,28,PM,Day
132229,13:22:29,"13","01","22",48149,29,PM,Day
132230,13:22:30,"13","01","22",48150,30,PM,Day
132231,13:22:31,"13","01","22",48151,31,PM,Day
132232,13:22:32,"13","01","22",48152,32,PM,Day
132233,13:22:33,"13","01","22",48153,33,PM,Day
132234,13:22:34,"13","01","22",48154,34,PM,Day
132235,13:22:35,"13","01","22",48155,35,PM,Day
132236,13:22:36,"13","01","22",48156,36,PM,Day
132237,13:22:37,"13","01","22",48157,37,PM,Day
132238,13:22:38,"13","01","22",48158,38,PM,Day
132239,13:22:39,"13","01","22",48159,39,PM,Day
132240,13:22:40,"13","01","22",48160,40,PM,Day
132241,13:22:41,"13","01","22",48161,41,PM,Day
132242,13:22:42,"13","01","22",48162,42,PM,Day
132243,13:22:43,"13","01","22",48163,43,PM,Day
132244,13:22:44,"13","01","22",48164,44,PM,Day
132245,13:22:45,"13","01","22",48165,45,PM,Day
132246,13:22:46,"13","01","22",48166,46,PM,Day
132247,13:22:47,"13","01","22",48167,47,PM,Day
132248,13:22:48,"13","01","22",48168,48,PM,Day
132249,13:22:49,"13","01","22",48169,49,PM,Day
132250,13:22:50,"13","01","22",48170,50,PM,Day
132251,13:22:51,"13","01","22",48171,51,PM,Day
132252,13:22:52,"13","01","22",48172,52,PM,Day
132253,13:22:53,"13","01","22",48173,53,PM,Day
132254,13:22:54,"13","01","22",48174,54,PM,Day
132255,13:22:55,"13","01","22",48175,55,PM,Day
132256,13:22:56,"13","01","22",48176,56,PM,Day
132257,13:22:57,"13","01","22",48177,57,PM,Day
132258,13:22:58,"13","01","22",48178,58,PM,Day
132259,13:22:59,"13","01","22",48179,59,PM,Day
132300,13:23:00,"13","01","23",48180,0,PM,Day
132301,13:23:01,"13","01","23",48181,1,PM,Day
132302,13:23:02,"13","01","23",48182,2,PM,Day
132303,13:23:03,"13","01","23",48183,3,PM,Day
132304,13:23:04,"13","01","23",48184,4,PM,Day
132305,13:23:05,"13","01","23",48185,5,PM,Day
132306,13:23:06,"13","01","23",48186,6,PM,Day
132307,13:23:07,"13","01","23",48187,7,PM,Day
132308,13:23:08,"13","01","23",48188,8,PM,Day
132309,13:23:09,"13","01","23",48189,9,PM,Day
132310,13:23:10,"13","01","23",48190,10,PM,Day
132311,13:23:11,"13","01","23",48191,11,PM,Day
132312,13:23:12,"13","01","23",48192,12,PM,Day
132313,13:23:13,"13","01","23",48193,13,PM,Day
132314,13:23:14,"13","01","23",48194,14,PM,Day
132315,13:23:15,"13","01","23",48195,15,PM,Day
132316,13:23:16,"13","01","23",48196,16,PM,Day
132317,13:23:17,"13","01","23",48197,17,PM,Day
132318,13:23:18,"13","01","23",48198,18,PM,Day
132319,13:23:19,"13","01","23",48199,19,PM,Day
132320,13:23:20,"13","01","23",48200,20,PM,Day
132321,13:23:21,"13","01","23",48201,21,PM,Day
132322,13:23:22,"13","01","23",48202,22,PM,Day
132323,13:23:23,"13","01","23",48203,23,PM,Day
132324,13:23:24,"13","01","23",48204,24,PM,Day
132325,13:23:25,"13","01","23",48205,25,PM,Day
132326,13:23:26,"13","01","23",48206,26,PM,Day
132327,13:23:27,"13","01","23",48207,27,PM,Day
132328,13:23:28,"13","01","23",48208,28,PM,Day
132329,13:23:29,"13","01","23",48209,29,PM,Day
132330,13:23:30,"13","01","23",48210,30,PM,Day
132331,13:23:31,"13","01","23",48211,31,PM,Day
132332,13:23:32,"13","01","23",48212,32,PM,Day
132333,13:23:33,"13","01","23",48213,33,PM,Day
132334,13:23:34,"13","01","23",48214,34,PM,Day
132335,13:23:35,"13","01","23",48215,35,PM,Day
132336,13:23:36,"13","01","23",48216,36,PM,Day
132337,13:23:37,"13","01","23",48217,37,PM,Day
132338,13:23:38,"13","01","23",48218,38,PM,Day
132339,13:23:39,"13","01","23",48219,39,PM,Day
132340,13:23:40,"13","01","23",48220,40,PM,Day
132341,13:23:41,"13","01","23",48221,41,PM,Day
132342,13:23:42,"13","01","23",48222,42,PM,Day
132343,13:23:43,"13","01","23",48223,43,PM,Day
132344,13:23:44,"13","01","23",48224,44,PM,Day
132345,13:23:45,"13","01","23",48225,45,PM,Day
132346,13:23:46,"13","01","23",48226,46,PM,Day
132347,13:23:47,"13","01","23",48227,47,PM,Day
132348,13:23:48,"13","01","23",48228,48,PM,Day
132349,13:23:49,"13","01","23",48229,49,PM,Day
132350,13:23:50,"13","01","23",48230,50,PM,Day
132351,13:23:51,"13","01","23",48231,51,PM,Day
132352,13:23:52,"13","01","23",48232,52,PM,Day
132353,13:23:53,"13","01","23",48233,53,PM,Day
132354,13:23:54,"13","01","23",48234,54,PM,Day
132355,13:23:55,"13","01","23",48235,55,PM,Day
132356,13:23:56,"13","01","23",48236,56,PM,Day
132357,13:23:57,"13","01","23",48237,57,PM,Day
132358,13:23:58,"13","01","23",48238,58,PM,Day
132359,13:23:59,"13","01","23",48239,59,PM,Day
132400,13:24:00,"13","01","24",48240,0,PM,Day
132401,13:24:01,"13","01","24",48241,1,PM,Day
132402,13:24:02,"13","01","24",48242,2,PM,Day
132403,13:24:03,"13","01","24",48243,3,PM,Day
132404,13:24:04,"13","01","24",48244,4,PM,Day
132405,13:24:05,"13","01","24",48245,5,PM,Day
132406,13:24:06,"13","01","24",48246,6,PM,Day
132407,13:24:07,"13","01","24",48247,7,PM,Day
132408,13:24:08,"13","01","24",48248,8,PM,Day
132409,13:24:09,"13","01","24",48249,9,PM,Day
132410,13:24:10,"13","01","24",48250,10,PM,Day
132411,13:24:11,"13","01","24",48251,11,PM,Day
132412,13:24:12,"13","01","24",48252,12,PM,Day
132413,13:24:13,"13","01","24",48253,13,PM,Day
132414,13:24:14,"13","01","24",48254,14,PM,Day
132415,13:24:15,"13","01","24",48255,15,PM,Day
132416,13:24:16,"13","01","24",48256,16,PM,Day
132417,13:24:17,"13","01","24",48257,17,PM,Day
132418,13:24:18,"13","01","24",48258,18,PM,Day
132419,13:24:19,"13","01","24",48259,19,PM,Day
132420,13:24:20,"13","01","24",48260,20,PM,Day
132421,13:24:21,"13","01","24",48261,21,PM,Day
132422,13:24:22,"13","01","24",48262,22,PM,Day
132423,13:24:23,"13","01","24",48263,23,PM,Day
132424,13:24:24,"13","01","24",48264,24,PM,Day
132425,13:24:25,"13","01","24",48265,25,PM,Day
132426,13:24:26,"13","01","24",48266,26,PM,Day
132427,13:24:27,"13","01","24",48267,27,PM,Day
132428,13:24:28,"13","01","24",48268,28,PM,Day
132429,13:24:29,"13","01","24",48269,29,PM,Day
132430,13:24:30,"13","01","24",48270,30,PM,Day
132431,13:24:31,"13","01","24",48271,31,PM,Day
132432,13:24:32,"13","01","24",48272,32,PM,Day
132433,13:24:33,"13","01","24",48273,33,PM,Day
132434,13:24:34,"13","01","24",48274,34,PM,Day
132435,13:24:35,"13","01","24",48275,35,PM,Day
132436,13:24:36,"13","01","24",48276,36,PM,Day
132437,13:24:37,"13","01","24",48277,37,PM,Day
132438,13:24:38,"13","01","24",48278,38,PM,Day
132439,13:24:39,"13","01","24",48279,39,PM,Day
132440,13:24:40,"13","01","24",48280,40,PM,Day
132441,13:24:41,"13","01","24",48281,41,PM,Day
132442,13:24:42,"13","01","24",48282,42,PM,Day
132443,13:24:43,"13","01","24",48283,43,PM,Day
132444,13:24:44,"13","01","24",48284,44,PM,Day
132445,13:24:45,"13","01","24",48285,45,PM,Day
132446,13:24:46,"13","01","24",48286,46,PM,Day
132447,13:24:47,"13","01","24",48287,47,PM,Day
132448,13:24:48,"13","01","24",48288,48,PM,Day
132449,13:24:49,"13","01","24",48289,49,PM,Day
132450,13:24:50,"13","01","24",48290,50,PM,Day
132451,13:24:51,"13","01","24",48291,51,PM,Day
132452,13:24:52,"13","01","24",48292,52,PM,Day
132453,13:24:53,"13","01","24",48293,53,PM,Day
132454,13:24:54,"13","01","24",48294,54,PM,Day
132455,13:24:55,"13","01","24",48295,55,PM,Day
132456,13:24:56,"13","01","24",48296,56,PM,Day
132457,13:24:57,"13","01","24",48297,57,PM,Day
132458,13:24:58,"13","01","24",48298,58,PM,Day
132459,13:24:59,"13","01","24",48299,59,PM,Day
132500,13:25:00,"13","01","25",48300,0,PM,Day
132501,13:25:01,"13","01","25",48301,1,PM,Day
132502,13:25:02,"13","01","25",48302,2,PM,Day
132503,13:25:03,"13","01","25",48303,3,PM,Day
132504,13:25:04,"13","01","25",48304,4,PM,Day
132505,13:25:05,"13","01","25",48305,5,PM,Day
132506,13:25:06,"13","01","25",48306,6,PM,Day
132507,13:25:07,"13","01","25",48307,7,PM,Day
132508,13:25:08,"13","01","25",48308,8,PM,Day
132509,13:25:09,"13","01","25",48309,9,PM,Day
132510,13:25:10,"13","01","25",48310,10,PM,Day
132511,13:25:11,"13","01","25",48311,11,PM,Day
132512,13:25:12,"13","01","25",48312,12,PM,Day
132513,13:25:13,"13","01","25",48313,13,PM,Day
132514,13:25:14,"13","01","25",48314,14,PM,Day
132515,13:25:15,"13","01","25",48315,15,PM,Day
132516,13:25:16,"13","01","25",48316,16,PM,Day
132517,13:25:17,"13","01","25",48317,17,PM,Day
132518,13:25:18,"13","01","25",48318,18,PM,Day
132519,13:25:19,"13","01","25",48319,19,PM,Day
132520,13:25:20,"13","01","25",48320,20,PM,Day
132521,13:25:21,"13","01","25",48321,21,PM,Day
132522,13:25:22,"13","01","25",48322,22,PM,Day
132523,13:25:23,"13","01","25",48323,23,PM,Day
132524,13:25:24,"13","01","25",48324,24,PM,Day
132525,13:25:25,"13","01","25",48325,25,PM,Day
132526,13:25:26,"13","01","25",48326,26,PM,Day
132527,13:25:27,"13","01","25",48327,27,PM,Day
132528,13:25:28,"13","01","25",48328,28,PM,Day
132529,13:25:29,"13","01","25",48329,29,PM,Day
132530,13:25:30,"13","01","25",48330,30,PM,Day
132531,13:25:31,"13","01","25",48331,31,PM,Day
132532,13:25:32,"13","01","25",48332,32,PM,Day
132533,13:25:33,"13","01","25",48333,33,PM,Day
132534,13:25:34,"13","01","25",48334,34,PM,Day
132535,13:25:35,"13","01","25",48335,35,PM,Day
132536,13:25:36,"13","01","25",48336,36,PM,Day
132537,13:25:37,"13","01","25",48337,37,PM,Day
132538,13:25:38,"13","01","25",48338,38,PM,Day
132539,13:25:39,"13","01","25",48339,39,PM,Day
132540,13:25:40,"13","01","25",48340,40,PM,Day
132541,13:25:41,"13","01","25",48341,41,PM,Day
132542,13:25:42,"13","01","25",48342,42,PM,Day
132543,13:25:43,"13","01","25",48343,43,PM,Day
132544,13:25:44,"13","01","25",48344,44,PM,Day
132545,13:25:45,"13","01","25",48345,45,PM,Day
132546,13:25:46,"13","01","25",48346,46,PM,Day
132547,13:25:47,"13","01","25",48347,47,PM,Day
132548,13:25:48,"13","01","25",48348,48,PM,Day
132549,13:25:49,"13","01","25",48349,49,PM,Day
132550,13:25:50,"13","01","25",48350,50,PM,Day
132551,13:25:51,"13","01","25",48351,51,PM,Day
132552,13:25:52,"13","01","25",48352,52,PM,Day
132553,13:25:53,"13","01","25",48353,53,PM,Day
132554,13:25:54,"13","01","25",48354,54,PM,Day
132555,13:25:55,"13","01","25",48355,55,PM,Day
132556,13:25:56,"13","01","25",48356,56,PM,Day
132557,13:25:57,"13","01","25",48357,57,PM,Day
132558,13:25:58,"13","01","25",48358,58,PM,Day
132559,13:25:59,"13","01","25",48359,59,PM,Day
132600,13:26:00,"13","01","26",48360,0,PM,Day
132601,13:26:01,"13","01","26",48361,1,PM,Day
132602,13:26:02,"13","01","26",48362,2,PM,Day
132603,13:26:03,"13","01","26",48363,3,PM,Day
132604,13:26:04,"13","01","26",48364,4,PM,Day
132605,13:26:05,"13","01","26",48365,5,PM,Day
132606,13:26:06,"13","01","26",48366,6,PM,Day
132607,13:26:07,"13","01","26",48367,7,PM,Day
132608,13:26:08,"13","01","26",48368,8,PM,Day
132609,13:26:09,"13","01","26",48369,9,PM,Day
132610,13:26:10,"13","01","26",48370,10,PM,Day
132611,13:26:11,"13","01","26",48371,11,PM,Day
132612,13:26:12,"13","01","26",48372,12,PM,Day
132613,13:26:13,"13","01","26",48373,13,PM,Day
132614,13:26:14,"13","01","26",48374,14,PM,Day
132615,13:26:15,"13","01","26",48375,15,PM,Day
132616,13:26:16,"13","01","26",48376,16,PM,Day
132617,13:26:17,"13","01","26",48377,17,PM,Day
132618,13:26:18,"13","01","26",48378,18,PM,Day
132619,13:26:19,"13","01","26",48379,19,PM,Day
132620,13:26:20,"13","01","26",48380,20,PM,Day
132621,13:26:21,"13","01","26",48381,21,PM,Day
132622,13:26:22,"13","01","26",48382,22,PM,Day
132623,13:26:23,"13","01","26",48383,23,PM,Day
132624,13:26:24,"13","01","26",48384,24,PM,Day
132625,13:26:25,"13","01","26",48385,25,PM,Day
132626,13:26:26,"13","01","26",48386,26,PM,Day
132627,13:26:27,"13","01","26",48387,27,PM,Day
132628,13:26:28,"13","01","26",48388,28,PM,Day
132629,13:26:29,"13","01","26",48389,29,PM,Day
132630,13:26:30,"13","01","26",48390,30,PM,Day
132631,13:26:31,"13","01","26",48391,31,PM,Day
132632,13:26:32,"13","01","26",48392,32,PM,Day
132633,13:26:33,"13","01","26",48393,33,PM,Day
132634,13:26:34,"13","01","26",48394,34,PM,Day
132635,13:26:35,"13","01","26",48395,35,PM,Day
132636,13:26:36,"13","01","26",48396,36,PM,Day
132637,13:26:37,"13","01","26",48397,37,PM,Day
132638,13:26:38,"13","01","26",48398,38,PM,Day
132639,13:26:39,"13","01","26",48399,39,PM,Day
132640,13:26:40,"13","01","26",48400,40,PM,Day
132641,13:26:41,"13","01","26",48401,41,PM,Day
132642,13:26:42,"13","01","26",48402,42,PM,Day
132643,13:26:43,"13","01","26",48403,43,PM,Day
132644,13:26:44,"13","01","26",48404,44,PM,Day
132645,13:26:45,"13","01","26",48405,45,PM,Day
132646,13:26:46,"13","01","26",48406,46,PM,Day
132647,13:26:47,"13","01","26",48407,47,PM,Day
132648,13:26:48,"13","01","26",48408,48,PM,Day
132649,13:26:49,"13","01","26",48409,49,PM,Day
132650,13:26:50,"13","01","26",48410,50,PM,Day
132651,13:26:51,"13","01","26",48411,51,PM,Day
132652,13:26:52,"13","01","26",48412,52,PM,Day
132653,13:26:53,"13","01","26",48413,53,PM,Day
132654,13:26:54,"13","01","26",48414,54,PM,Day
132655,13:26:55,"13","01","26",48415,55,PM,Day
132656,13:26:56,"13","01","26",48416,56,PM,Day
132657,13:26:57,"13","01","26",48417,57,PM,Day
132658,13:26:58,"13","01","26",48418,58,PM,Day
132659,13:26:59,"13","01","26",48419,59,PM,Day
132700,13:27:00,"13","01","27",48420,0,PM,Day
132701,13:27:01,"13","01","27",48421,1,PM,Day
132702,13:27:02,"13","01","27",48422,2,PM,Day
132703,13:27:03,"13","01","27",48423,3,PM,Day
132704,13:27:04,"13","01","27",48424,4,PM,Day
132705,13:27:05,"13","01","27",48425,5,PM,Day
132706,13:27:06,"13","01","27",48426,6,PM,Day
132707,13:27:07,"13","01","27",48427,7,PM,Day
132708,13:27:08,"13","01","27",48428,8,PM,Day
132709,13:27:09,"13","01","27",48429,9,PM,Day
132710,13:27:10,"13","01","27",48430,10,PM,Day
132711,13:27:11,"13","01","27",48431,11,PM,Day
132712,13:27:12,"13","01","27",48432,12,PM,Day
132713,13:27:13,"13","01","27",48433,13,PM,Day
132714,13:27:14,"13","01","27",48434,14,PM,Day
132715,13:27:15,"13","01","27",48435,15,PM,Day
132716,13:27:16,"13","01","27",48436,16,PM,Day
132717,13:27:17,"13","01","27",48437,17,PM,Day
132718,13:27:18,"13","01","27",48438,18,PM,Day
132719,13:27:19,"13","01","27",48439,19,PM,Day
132720,13:27:20,"13","01","27",48440,20,PM,Day
132721,13:27:21,"13","01","27",48441,21,PM,Day
132722,13:27:22,"13","01","27",48442,22,PM,Day
132723,13:27:23,"13","01","27",48443,23,PM,Day
132724,13:27:24,"13","01","27",48444,24,PM,Day
132725,13:27:25,"13","01","27",48445,25,PM,Day
132726,13:27:26,"13","01","27",48446,26,PM,Day
132727,13:27:27,"13","01","27",48447,27,PM,Day
132728,13:27:28,"13","01","27",48448,28,PM,Day
132729,13:27:29,"13","01","27",48449,29,PM,Day
132730,13:27:30,"13","01","27",48450,30,PM,Day
132731,13:27:31,"13","01","27",48451,31,PM,Day
132732,13:27:32,"13","01","27",48452,32,PM,Day
132733,13:27:33,"13","01","27",48453,33,PM,Day
132734,13:27:34,"13","01","27",48454,34,PM,Day
132735,13:27:35,"13","01","27",48455,35,PM,Day
132736,13:27:36,"13","01","27",48456,36,PM,Day
132737,13:27:37,"13","01","27",48457,37,PM,Day
132738,13:27:38,"13","01","27",48458,38,PM,Day
132739,13:27:39,"13","01","27",48459,39,PM,Day
132740,13:27:40,"13","01","27",48460,40,PM,Day
132741,13:27:41,"13","01","27",48461,41,PM,Day
132742,13:27:42,"13","01","27",48462,42,PM,Day
